,ProductName,ProductGroupName,DB,Server
25122,LARGE SPRITE ,Soft Drinks,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25123,TONADA MERLOT BTL,Red Wine,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25124,GORDONS PINK 25ML,Gin,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25125,2 COURSES,Plated Main,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25126,HENNESSY 25ML,Brandy,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25127,3 COURSE,Hot Dishes ,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25128,COOKIE DOUGH,Desserts/Fruit,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25129,FREEDOM MENU,Buffet,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25130,CHIARO PINOT GRIGIO BTL,White Wine,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25131,MOET ICE ROSE BTL,Rose Champagne,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25132,DASH COKE ZERO,Cordial / Soda Dash,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25133,DIET COKE GLASS ,Mixers,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25134,DIET COKE MIXER,Soft Drinks,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25135,VEUVE CLICQUOT RICH,Vintage ,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25136,PRIMO HOT CHOCOCLATE,Hot Drinks,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25137,MAC & CHEESE,Hot Dishes ,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25138,GORDONS BOTTLE,Gin,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25139,CLOUDY BAY SAUV BLANC BTL,White Wine,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25140,PIMMS DRAUGHT GLASS,Draught,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25141,EAST MEETS WEST,Buffet,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25142,SMOKED GOATS CHEESE GATEAU,Plated Main,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25143,Credit Card Test ,EPOS TESTING,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25144,GREY GOOSE BOTTLE,Vodka,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25145,FRUIT SHOOT,Soft Drinks,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25146,CHOC FUDGE ICE CREAM,Ice Cream,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25147,HOUSE WHITE PROSECCO BTL,Prosecco,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25148,MORETTI BTL,Lager Bottle,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25149,ADD CHILLI BEEF ,Hot Food,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25150,CHICKEN SANDWICH,Sandwich,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25151,CAP MORGANS ORGINAL 25ML,Rum,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25152,PRIMO FLAT WHITE,Hot Drinks,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25153,PRIMO LATTE,Hot Drinks,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25154,PIMMS & LEMONADE GLASS,Pimms,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25155,SEAFOOD PLATTER,Plated Main,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25156,TOMATO SOUP,Plated Starter ,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25157,OAT BISCUIT,Confectionary,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25158,JACKET POTATO,Hot Dishes ,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25159,GORDONS MINITURE 50ML,Gin,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25160,DESSERT,Cold Food,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25161,BOLLINGER ROSE BTL ,Rose Champagne,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25162,BAKED POTATO,Hot Dishes ,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25163,NACHOS ,Crisps/Nachos/Popcorn,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25164,COKE ZERO CAN,Soft Drinks,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25165,MUMM BTL,Non-Vintage,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25166,GINGER BEER,Mixers,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25167,CHIP BARM - STAFF,Hot Food,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25168,PRIMO MOCHA,Hot Drinks,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25169,IRISH COFFEE,Coffee,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25170,LARGE CHAIRO ROSE,Rose Wine,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25171,WHITLEY ORGINAL 25ML,Gin,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25172,TEA - STAFF,Soft Drinks,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25173,VEGAN PIE,Pies,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25174,WHITE SAMBUCA 25ML,Liquerers,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25175,VEGAN CHEESE WRAP,Wrap,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25176,PRAWN COCKTAIL,Plated Starter ,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25177,BLONDIE,Baked Goods/Biscuits,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25178,DRAMBUIE 25ML,Liquerers,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25179,DOM PERIGNON BTL,Vintage ,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25180,LARGE MERLOT,Red Wine,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25181,MAIN COURSE 7.95,Hot Food,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25182,DASH LEMONADE,Cordial / Soda Dash,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25183,SMALL RED PET,Red,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25184,OPEN SOFT DRINK,Soft Drinks,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25185,2 ITEM BREAKFAST BAP,Hot Food,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25186,TAP WATER JUG,Still,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25187,SCH TONIC,Mixers,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25188,CURRY,Sides & Sauces,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25189,Yorkie,Confectionary,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25190,THEAK PALE PINT ,Beer,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25191,NACHO PLATTER,Crisps/Nachos/Popcorn,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25192,SANTA HELENA MERLOT BTL,Red Glass,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25193,SMALL TONADA MERLOT,Red Wine,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25194,GIMCRACK AFTERNOON TEA,Afternoon Tea,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25195,Meal Deal Reporting,Reporting,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25196,COCA COLA GLASS ,Mixers,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25197,LOVE LEOUBE ROSE BTL,Rose Wine,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25198,SMALL RICHELIEU RED,Red Glass,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25199,THAI & VEGAN BOWL,Hot Dishes ,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25200,FOSTERS HALF ,Lager,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25201,G&T PRE MIX CAN,Pre Mixed Can,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25202,SMARTIES BAG,Confectionary,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25203,DESSERT OF THE DAY,Cold Food,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25204,CAPPUCCINO,Coffee,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25205,MEDIUM TONADA MERLOT,Red Glass,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25206,MALT SMITHS PINT,Beer,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25207,SMALL EL MURO BLANCO,White Wine,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25208,GUINNESS PINT,Beer,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25209,SPECIALITY TEA COSTA,Hot Drinks,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25210,SMALL CHIARO PINOT,White Wine,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25211,CAPRI SUN ,Soft Drinks,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25212,LANGOA BARTON 08 BTL,Red Wine,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25213,TOMATO ASP & RED PEPPER SALAD,Plated Starter ,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25214,BLEIKERS SMOKED SALMON,Plated Starter ,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25215,LARGE LEMONADE ,Soft Drinks,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25216,MONASTIER CAB SAUV BTL,Red Wine,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25217,RICHELIEU HOUSE WHITE BTL ,White Wine,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25218,GINGER ALE,Mixers,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25219,187ml House White Btl,White,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25220,LARGE DIET COKE ,Soft Drinks,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25221,SHOESTRING FRIES,Sides & Sauces,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25222,ADD CHEESE - STAFF,Hot Food,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25223,S BOW PINT,Cider,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25224,125ML PROSECCO,Prosecco,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25225,CHICKEN SALAD,Salad,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25226,SEAFOOD DELI,Cold Seafood,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25227,CHICKEN WRAP,Sandwich,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25228,MAINS,Hot Dishes ,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25229,CHILLI & SOUR CREAM 150g,Crisps/Nachos/Popcorn,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25230,KIDS PORTION,Hot Food,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25231,READY SALTED CRISPS 150G,Crisps/Nachos/Popcorn,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25232,SMALL WHITE PET,White,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25233,Crows Nest food ,Hot Dishes ,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25234,RICH COLOMBARD 750ML PET,White,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25235,PIMMS JUG,Pimms,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25236,TEMPRANILLO RIOJA BTL ,Red Wine,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25237,CHIARO PINOT ROSE,White Wine,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25238,JUST ROSE 187ML,PET Wine ,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25239,LITTLE EDEN PINOT NOIR BTL,Red Wine,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25240,DISARONNO 25ML,Liquerers,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25241,CHICKEN SALAD BOX,Salad,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25242,TIA MARIA 25ML,Liquerers,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25243,BLACKCURRANT,Cordial / Soda Dash,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25244,PRIMO CAPPUCCINO,Hot Drinks,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25245,HOUSE WHITE BOTTLE,White Wine,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25246,DOMAINE TESTUT CHABLIS BTL,White Wine,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25247,PANINIS,Hot Dishes ,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25248,BLACK COFFEE,Coffee,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25249,TEA,Tea,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25250,DOMAINE THOMAS SANCERRE,White Wine,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25251,SCH LEMONADE,Mixers,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25252,MEAT & POTATO PIE,Pies,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25253,FTREE TONIC,Mixers,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25254,GRENACHE CARIGNAN MERLOT BTL,Red Wine,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25255,COFFEE SHOT COSTA,Hot Drinks,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25256,SCH TOMATO,Mixers,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25257,CHICKEN WRAP,Wrap,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25258,FLAVOURED TEA,Tea,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25259,HEINEKEN 0% BTL,Alcohol Free Bottle,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25260,MEDIUM HOUSE ROSE,Rose ,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25261,RED BULL TROPICAL,Soft Drinks,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25262,BACARDI GOLD 25ML,Rum,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25263,LARGE FANTA ,Soft Drinks,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25264,BUTTERED BREAD BUN,Sides,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25265,ELDERFLOWER PRESSE,Soft Drinks,YQ00000003,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25266,JJ Whitley Double 50ml,Vodka Spirits,RX00000001,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25267,Pink Orchard 125ml,Rose Wine Glass,RX00000001,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25268,JJ Whitley Pink Cherry Double 50ml,Gin Spirits,RX00000001,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25269,Diet Pepsi Half Pint,Mineral Post Mix,RX00000001,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25270,Peaky Blinders Gold 500ml,Alcohol ,RX00000001,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25271,Cheese and Onion Pie,Hot Food,RX00000001,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25272,Sparkling Water 300ml,Minerals,RX00000001,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25273,Pink Orchard 175ml,Rose Wine Glass,RX00000001,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25274,Hot Chocolate,Hot Drinks,RX00000001,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25275,Kronenbourg Half Pint,Draught Beer,RX00000001,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25276,Pierre Lacasse Cabernet 250ml,Red Wine Glass,RX00000001,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25277,Jack Daniels Double 50ml,Whiskey Spirits,RX00000001,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25278,Bovril,Hot Drinks,RX00000001,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25279,Veuve Cliquot Brut,Champagne Bottle,RX00000001,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25280,Morgans Spiced Single 25ml,Rum Spirits,RX00000001,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25281,Jaegerbomb 25ml,Shooters,RX00000001,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25282,NUA Prosecco,Sparkling Wine Bottle,RX00000001,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25283,Red Wine 178ml,Wine,RX00000001,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25284,Burg/Dog/Hot/Cold Drink + Snack,Meal Deal,RX00000001,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25285,Strongbow Pint,Draught Beer,RX00000001,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25286,Beef Pasty,Hot Food,RX00000001,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25287,Old Mout Lime & Kiwi 568ml,Bottled Ciders,RX00000001,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25288,Whisper Duo,Confectionary and Snacks,RX00000001,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25289,Still Water 300ml,Minerals,RX00000001,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25290,Twix,Confectionary and Snacks,RX00000001,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25291,Amstel Pint,Draught Beer,RX00000001,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25292,Pierre Lacasse Cabernet ,Red Wine Bottle,RX00000001,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25293,Morgans Spiced Double 50ml,Rum Spirits,RX00000001,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25294,Pink Orchard,Rose Wine Bottle,RX00000001,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25295,Guinness Draught Pint,Draught Beer,RX00000001,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25296,Smirnoff Single 25ml,Vodka Spirits,RX00000001,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25297,John Smiths 440ml Can,Cans,RX00000001,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25298,Disaronno Single 25ml,Liquers,RX00000001,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25299,Steak and Kidney Pie,Hot Food,RX00000001,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25300,Fever Tree Slimline Tonic 250ml,Speciality Tonic,RX00000001,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25301,Jack Daniels Single 25ml,Whiskey Spirits,RX00000001,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25302,Gordons Pink Double 50ml,Gin Spirits,RX00000001,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25303,Sol 330ml,Bottled Beers,RX00000001,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25304,Diet Pepsi Pint,Mineral Post Mix,RX00000001,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25305,Coke Zero 500ml,Cold Drinks,RX00000001,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25306,Bombay Sapphire Single 25ml,Gin Spirits,RX00000001,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25307,Finca Classica Shiraz Melbec,Red Wine Bottle,RX00000001,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25308,JJ Whitley Dry Double 50ml,Gin Spirits,RX00000001,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25309,Whitely Neill Original Double 50ml,Gin Spirits,RX00000001,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25310,Strongbow Original Can,Cans,RX00000001,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25311,Heineken Zero 330ml,Bottled Beers,RX00000001,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25312,Malibu Single 25ml,Schnapps Spirits,RX00000001,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25313,J2O Apple & Raspberry 275ml,Minerals,RX00000001,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25314,Hennessey VSOP Single 25ml,Brandy Spirits,RX00000001,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25315,Dark Fruits Half Oint,Draught Beer,RX00000001,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25316,Heineken Pint,Draught Beer,RX00000001,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25317,Kronenbourg Pint,Draught Beer,RX00000001,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25318,Courvosier VS Single 25ml,Brandy Spirits,RX00000001,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25319,Bacardi Single 25ml,Rum Spirits,RX00000001,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25320,Lemonade Pint,Mineral Post Mix,RX00000001,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25321,Wine Gums,Confectionary and Snacks,RX00000001,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25322,Jaegermeister 25ml,Shooters,RX00000001,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25323,Chips,Hot Food,RX00000001,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25324,Lagunitas IPA Half Pint,Draught Beer,RX00000001,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25325,Grey Goose Single 25ml,Vodka Spirits,RX00000001,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25326,Tananga Sauvignon Blanc,White Wine Bottle,RX00000001,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25327,Bells Double 50ml,Whiskey Spirits,RX00000001,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25328,Amstel Half Pint,Draught Beer,RX00000001,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25329,Sambucca 25ml,Shooters,RX00000001,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25330,Diet Pepsi Dash,Mineral Post Mix,RX00000001,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25331,Marques De Carceros,White Wine Bottle,RX00000001,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
25332,Jumbo Sausage Roll,Hot Food,RX00000001,oltp-prod-8.c9720j1ytny1.eu-west-1.rds.amazonaws.com
